legislador,clave,legislador_id,camara,distrito,bloque,bloque_norm,desde,hasta,bloque_linaje,fuente,nota
"PINCHETTI de SIERRA MORALES, Delia Norma",DELIA MORALES NORMA PINCHETTI SIERRA,leg:c9937817178a,diputados,Tucumán,Fuerza Republicana,FUERZA REPUBLICANA,2001-10-03,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"PINTO BRUCHMANN, Juan Domingo",BRUCHMANN DOMINGO JUAN PINTO,leg:9c51b0b9e12c,diputados,Santiago del Estero,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"POLINO, Hector Teodoro",HECTOR POLINO TEODORO,leg:5d0400fef0bb,diputados,Cdad.Aut.Bs.As.,A.R.I,A.R.I,2001-10-03,2001-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"PUERTA, Federico Ramón",FEDERICO PUERTA RAMON,leg:839404dadf85,diputados,Misiones,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"QUINTELA, Ricardo Clemente",CLEMENTE QUINTELA RICARDO,leg:2480d0def6b2,diputados,La Rioja,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"QUIROZ, Elsa Siria",ELSA QUIROZ SIRIA,leg:8d080d1b5058,diputados,Buenos Aires,FREPASO,FREPASO,2001-10-03,2001-10-30,PROGRESISMO,derivado:canonica,mandato inferido de 3 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"REMES LENICOV, Jorge Luis",JORGE LENICOV LUIS REMES,leg:933ab3aabb6f,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"RIAL, Osvaldo Hugo",HUGO OSVALDO RIAL,leg:4f54f4724655,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"RIVAS, Jorge",JORGE RIVAS,leg:1b248b742d88,diputados,Buenos Aires,A.R.I,A.R.I,2001-10-03,2001-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"RIVAS, Olijela del Valle",OLIJELA RIVAS VALLE,leg:b6715195b101,diputados,Tucumán,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"ROBLES AVALOS, Edmundo Eduardo",AVALOS EDMUNDO EDUARDO ROBLES,leg:21e00edfc12f,diputados,Tucumán,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"RODIL, Rodolfo",RODIL RODOLFO,leg:373910558291,diputados,Buenos Aires,FREPASO,FREPASO,2001-10-03,2001-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 13 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"RODRIGUEZ, Jesus",JESUS RODRIGUEZ,leg:eb943342c295,diputados,Cdad.Aut.Bs.As.,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"ROGGERO, Humberto Jesus",HUMBERTO JESUS ROGGERO,leg:caaf54ae4789,diputados,Córdoba,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"ROMA, Rafael Edgardo",EDGARDO RAFAEL ROMA,leg:a2aecb4e50bb,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2001-10-03,2001-10-30,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 3 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"ROMANO, Antonio Anselmo",ANSELMO ANTONIO ROMANO,leg:4d25415ee709,diputados,Santiago del Estero,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"ROMERO, Héctor Ramón",HECTOR RAMON ROMERO,leg:fb4a553f0036,diputados,Chaco,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SAADE, Blanca Azucena",AZUCENA BLANCA SAADE,leg:2d56ed4d3879,diputados,Salta,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SAADI, Ramón Eduardo",EDUARDO RAMON SAADI,leg:7fb854e1803c,diputados,Catamarca,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SALIM, Fernando Omar",FERNANDO OMAR SALIM,leg:96b4c6c0054e,diputados,Santiago del Estero,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SALVATORI, Pedro",PEDRO SALVATORI,leg:b475cf9ec101,diputados,Neuquén,Movimiento Popular Neuquino,MOVIMIENTO POPULAR NEUQUINO,2001-10-03,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SANCHEZ, Liliana Ester",ESTER LILIANA SANCHEZ,leg:4fd45e8c1202,diputados,Buenos Aires,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SANTIN, Eduardo",EDUARDO SANTIN,leg:8e250aa32b3c,diputados,Buenos Aires,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SAQUER, José Luis",JOSE LUIS SAQUER,leg:bc4b1664d2a8,diputados,Chaco,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SAVRON, Hayde Teresa",HAYDE SAVRON TERESA,leg:9797211a923b,diputados,Neuquén,Movimiento Popular Neuquino,MOVIMIENTO POPULAR NEUQUINO,2001-10-03,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SCARPIN, Delki",DELKI SCARPIN,leg:3136726f96db,diputados,Santa Fe,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 3 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SEBASTIANI, Claudio Augusto",AUGUSTO CLAUDIO SEBASTIANI,leg:19221a8b4322,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SEBRIANO, Luis Alberto",ALBERTO LUIS SEBRIANO,leg:15732fd72107,diputados,Formosa,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SNOPEK, Carlos Daniel",CARLOS DANIEL SNOPEK,leg:59025a137533,diputados,Jujuy,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SODA, Maria Nilda",MARIA NILDA SODA,leg:3163a3942d65,diputados,Misiones,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SOLMOIRAGO, Raul Jorge",JORGE RAUL SOLMOIRAGO,leg:2dbc0c1c2333,diputados,Misiones,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SORIA, Carlos Ernesto",CARLOS ERNESTO SORIA,leg:e2fe293278d9,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"SOÑEZ, Federico Roman",FEDERICO ROMAN SONEZ,leg:a648df1b95b9,diputados,Entre Ríos,FREPASO,FREPASO,2001-10-03,2001-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"STUBRIN, Marcelo Juan Alberto",ALBERTO JUAN MARCELO STUBRIN,leg:7b0b3696ab77,diputados,Cdad.Aut.Bs.As.,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"TAZZIOLI, Atilio Pascual",ATILIO PASCUAL TAZZIOLI,leg:e03488e79e96,diputados,Córdoba,FREPASO,FREPASO,2001-10-03,2001-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"TEJERINA, Julio Alberto",ALBERTO JULIO TEJERINA,leg:ce4466f38536,diputados,Santa Fe,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"TOLEDO, Hugo David",DAVID HUGO TOLEDO,leg:2ffad18642d1,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"TOMA, Miguel Angel",ANGEL MIGUEL TOMA,leg:c0bf9e206c3b,diputados,Cdad.Aut.Bs.As.,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"TORRES MOLINA, Ramon Horacio",HORACIO MOLINA RAMON TORRES,leg:9fd4eeaca3f2,diputados,Buenos Aires,Frente para el Cambio,FRENTE PARA EL CAMBIO,2001-10-03,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"TREJO, Luis Alberto",ALBERTO LUIS TREJO,leg:57ca14bc6330,diputados,Tierra del Fuego,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"TULIO, Rosa Ester",ESTER ROSA TULIO,leg:48a46f799600,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"UBALDINI, Saul Edolver",EDOLVER SAUL UBALDINI,leg:7aa140f923f0,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"URTUBEY, Juan Manuel",JUAN MANUEL URTUBEY,leg:5ef6dfb07b65,diputados,Salta,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"VAGO, Ricardo Nicolás",NICOLAS RICARDO VAGO,leg:e609e1d20acb,diputados,Buenos Aires,FREPASO,FREPASO,2001-10-03,2001-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"VALDOVINOS, Arnaldo Pastor",ARNALDO PASTOR VALDOVINOS,leg:6efab18caa38,diputados,Misiones,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"VARESE, Luis Segundo",LUIS SEGUNDO VARESE,leg:0785033540e5,diputados,San Juan,Cruzada Renovadora,CRUZADA RENOVADORA,2001-10-03,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"VAZQUEZ, Ricardo Hector",HECTOR RICARDO VAZQUEZ,leg:1cdf38b457ff,diputados,Buenos Aires,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"VAZQUEZ, Silvia Beatriz",BEATRIZ SILVIA VAZQUEZ,leg:4034822398b2,diputados,Buenos Aires,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"VENICA, Pedro Antonio",ANTONIO PEDRO VENICA,leg:2aef1e79d515,diputados,Formosa,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"VILLALBA, Alfredo Horacio",ALFREDO HORACIO VILLALBA,leg:9c1abb2aeca0,diputados,Buenos Aires,Frente para el Cambio,FRENTE PARA EL CAMBIO,2001-10-03,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"VITAR, Jose Alberto",ALBERTO JOSE VITAR,leg:43b4a8daf105,diputados,Tucumán,FREPASO,FREPASO,2001-10-03,2001-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"VOLANDO, Humberto Antonio",ANTONIO HUMBERTO VOLANDO,leg:01a38a470876,diputados,Córdoba,FREPASO,FREPASO,2001-10-03,2001-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"YAREGUI, Alberto",ALBERTO YAREGUI,leg:8fc1c26eea3e,diputados,Buenos Aires,Unión Cívica Radical,UCR,2001-10-03,2001-12-09,RADICALISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"ZACARIAS, Juan Domingo",DOMINGO JUAN ZACARIAS,leg:65c6dcfa473f,diputados,Entre Ríos,A.R.I,A.R.I,2001-10-03,2001-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"ZAPATA MERCADER, Jorge",JORGE MERCADER ZAPATA,leg:83b5e822b335,diputados,Mendoza,Demócrata de Mendoza,DEMOCRATA DE MENDOZA,2001-10-03,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"ZUCCARDI, Cristina",CRISTINA ZUCCARDI,leg:36709e67c116,diputados,Mendoza,FREPASO,FREPASO,2001-10-03,2001-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"ZUÑIGA, Ovidio Octavio",OCTAVIO OVIDIO ZUNIGA,leg:e14e88a7f185,diputados,Rio Negro,Justicialista,JUSTICIALISTA,2001-10-03,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 15 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"BORDENAVE, Marcela Antonia",ANTONIA BORDENAVE MARCELA,leg:a955ce7f38d6,diputados,Buenos Aires,SIN BLOQUE,SIN BLOQUE,2001-10-31,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 12 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"CAFIERO, Mario Alejandro",ALEJANDRO CAFIERO MARIO,leg:5de4df8de5f1,diputados,Buenos Aires,SIN BLOQUE,SIN BLOQUE,2001-10-31,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 12 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"CAVIGLIA, Franco Agustin",AGUSTIN CAVIGLIA FRANCO,leg:aa7b6de489b1,diputados,Buenos Aires,Juntos por Argentina,JUNTOS POR ARGENTINA,2001-10-31,2001-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 12 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"JOBE, Miguel Antonio",ANTONIO JOBE MIGUEL,leg:919e40152470,diputados,Buenos Aires,SIN BLOQUE,SIN BLOQUE,2001-10-31,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 12 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"MACALUSE, Eduardo Gabriel",EDUARDO GABRIEL MACALUSE,leg:f0d54fe55ab6,diputados,Buenos Aires,Unidad Popular,UNIDAD POPULAR,2001-10-31,2001-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 12 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"OCAÑA, María Graciela",GRACIELA MARIA OCANA,leg:c23c9ec92fd9,diputados,Buenos Aires,A.R.I,A.R.I,2001-10-31,2001-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 7 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"QUIROZ, Elsa Siria",ELSA QUIROZ SIRIA,leg:8d080d1b5058,diputados,Buenos Aires,Coalicion Civica,COALICION CIVICA,2001-10-31,2001-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 12 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"ROMA, Rafael Edgardo",EDGARDO RAFAEL ROMA,leg:a2aecb4e50bb,diputados,Buenos Aires,SIN BLOQUE,SIN BLOQUE,2001-10-31,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 12 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"GUTIERREZ, Alicia Veronica",ALICIA GUTIERREZ VERONICA,leg:fbb09a7731fb,diputados,Santa Fe,SIN BLOQUE,SIN BLOQUE,2001-11-07,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 12 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"MAZZEI, Hector Santiago",HECTOR MAZZEI SANTIAGO,leg:e87a35f4120e,diputados,Buenos Aires,Alianza,ALIANZA,2001-11-07,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 12 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"Buzonne, Augusto Cesar",AUGUSTO BUZONNE CESAR,leg:3e8aae1c9991,diputados,,SIN BLOQUE,SIN BLOQUE,2001-11-28,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 1 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"Buzzone, Ricardo Ancell",ANCELL BUZZONE RICARDO,leg:b2e11af1ec2b,diputados,,SIN BLOQUE,SIN BLOQUE,2001-11-28,2001-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 2 voto(s) en el período 1999-2001; inicio = primer voto (posible reemplazo)
"ABALOS, Roberto",ABALOS ROBERTO,leg:c103c1e4186f,diputados,Santiago del Estero,Alianza,ALIANZA,2001-12-10,2002-03-30,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 5 voto(s) en el período 2001-2003; fin = último voto (posible cese anticipado)
"ACCAVALLO, Julio César",ACCAVALLO CESAR JULIO,leg:21426f8c05ef,diputados,Rio Negro,Alianza,ALIANZA,2001-12-10,2002-03-30,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 5 voto(s) en el período 2001-2003; fin = último voto (posible cese anticipado)
"ACEVEDO, Sergio Edgardo",ACEVEDO EDGARDO SERGIO,leg:8914de6a9717,diputados,Santa Cruz,Justicialista,JUSTICIALISTA,2001-12-10,2003-05-28,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 59 voto(s) en el período 2001-2003; fin = último voto (posible cese anticipado)
"AGUERO, Elda Susana",AGUERO ELDA SUSANA,leg:ec1a4a160fda,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2001-12-10,2003-08-30,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 66 voto(s) en el período 2001-2003; fin = último voto (posible cese anticipado)
"ALARCIA, Martha Carmen",ALARCIA CARMEN MARTHA,leg:7ec7442f28a3,diputados,Córdoba,Justicialista,JUSTICIALISTA,2001-12-10,2003-08-30,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 66 voto(s) en el período 2001-2003; fin = último voto (posible cese anticipado)
"ALARCON, María del Carmen",ALARCON CARMEN MARIA,leg:9afa96f4be58,diputados,Santa Fe,Justicialista,JUSTICIALISTA,2001-12-10,2003-08-30,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 66 voto(s) en el período 2001-2003; fin = último voto (posible cese anticipado)
"ALCHOURON, Guillermo Eduardo",ALCHOURON EDUARDO GUILLERMO,leg:4fb3844de1bf,diputados,Buenos Aires,Acción por la República,ACCION POR LA REPUBLICA,2001-12-10,2003-08-30,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 66 voto(s) en el período 2001-2003; fin = último voto (posible cese anticipado)
"ALESANDRI, Carlos Tomas",ALESANDRI CARLOS TOMAS,leg:958980525eea,diputados,Córdoba,Justicialista,JUSTICIALISTA,2001-12-10,2003-08-30,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 66 voto(s) en el período 2001-2003; fin = último voto (posible cese anticipado)
